Company Name,High,Low,Last Price,Prv Close,Change,Day Volume,FiveDay AvgVolume,TenDayAvgVolume,ThirtyDayAvgVolume,Rating,Api
Parrys Sugar,22.20,20.50,22,21.50,0.50,1963,254,690,604,4 star,http://www.moneycontrol.com/india/stockpricequote/miningminerals/parryssugarindustries/GMR01
Parrys Sugar,22.20,20.50,22,21.50,0.50,1963,254,690,604,4 star,http://www.moneycontrol.com/india/stockpricequote/miningminerals/parryssugarindustries/GMR01
Welspun Corp,77,73.65,75.65,73.95,1.70,76057,142429,348358,228114,2 star,http://www.moneycontrol.com/india/stockpricequote/steel-tubespipes/welspuncorp/WGS
Welspun Corp,77,73.65,75.65,73.95,1.70,76057,142429,348358,228114,2 star,http://www.moneycontrol.com/india/stockpricequote/steel-tubespipes/welspuncorp/WGS
Bharat Bijlee,561.90,534.20,549,536.65,12.35,964,2474,3359,2586,2 star,http://www.moneycontrol.com/india/stockpricequote/electricequipment/bharatbijlee/BB
Steel Str Wheel,380.80,348,368.50,360.25,8.25,182206,230178,118230,49514,3 star,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/steelstripswheels/SSW02
Bharat Bijlee,561.90,534.20,549,536.65,12.35,964,2474,3359,2586,2 star,http://www.moneycontrol.com/india/stockpricequote/electricequipment/bharatbijlee/BB
Steel Str Wheel,380.80,348,368.50,360.25,8.25,182206,230178,118230,49514,3 star,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/steelstripswheels/SSW02
Titagarh Wagons,334.40,324.10,328.95,321.55,7.40,211196,593014,385120,216645,3 star,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/titagarhwagons/TW04
Titagarh Wagons,334.40,324.10,328.95,321.55,7.40,211196,593014,385120,216645,3 star,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/titagarhwagons/TW04
BSL,35,33.25,34,33.25,0.75,1572,5778,14577,10210,2 star,http://www.moneycontrol.com/india/stockpricequote/textiles-weaving/bsl/BSL
BSL,35,33.25,34,33.25,0.75,1572,5778,14577,10210,2 star,http://www.moneycontrol.com/india/stockpricequote/textiles-weaving/bsl/BSL
Oudh Sugar Mill,23.40,21.95,22.60,22.10,0.50,4675,7197,12735,6445,2 star,http://www.moneycontrol.com/india/stockpricequote/sugar/oudhsugarmills/OSM
Solar Ind,2650,2550,2630.50,2572.40,58.10,4400,4005,4184,3933,4 star,http://www.moneycontrol.com/india/stockpricequote/chemicals/solarindustriesindia/SII04
Oudh Sugar Mill,23.40,21.95,22.60,22.10,0.50,4675,7197,12735,6445,2 star,http://www.moneycontrol.com/india/stockpricequote/sugar/oudhsugarmills/OSM
Solar Ind,2650,2550,2630.50,2572.40,58.10,4400,4005,4184,3933,4 star,http://www.moneycontrol.com/india/stockpricequote/chemicals/solarindustriesindia/SII04
JM Financial,52.80,49.75,52.15,51,1.15,1127768,1848341,1331854,1182440,3 star,http://www.moneycontrol.com/india/stockpricequote/finance-investments/jmfinancial/JMF
JM Financial,52.80,49.75,52.15,51,1.15,1127768,1848341,1331854,1182440,3 star,http://www.moneycontrol.com/india/stockpricequote/finance-investments/jmfinancial/JMF
DQ Entertain,25,24.10,25,24.45,0.55,14587,35640,118396,72770,2 star,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/dqentertainmentinternational/DEI01
DQ Entertain,25,24.10,25,24.45,0.55,14587,35640,118396,72770,2 star,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/dqentertainmentinternational/DEI01
Tata Comm,461.70,449.80,457.80,447.85,9.95,538403,625856,668386,656988,2 star,http://www.moneycontrol.com/india/stockpricequote/telecommunications-service/tatacommunications/TC17
Tata Comm,461.70,449.80,457.80,447.85,9.95,538403,625856,668386,656988,2 star,http://www.moneycontrol.com/india/stockpricequote/telecommunications-service/tatacommunications/TC17
TIL,415,403.30,405,396.35,8.65,5549,13978,39672,21778,2 star,http://www.moneycontrol.com/india/stockpricequote/engineering-heavy/til/TIL
TIL,415,403.30,405,396.35,8.65,5549,13978,39672,21778,2 star,http://www.moneycontrol.com/india/stockpricequote/engineering-heavy/til/TIL
Ramco System,449.95,423,435.90,426.65,9.25,2918,24563,20427,13811,3 star,http://www.moneycontrol.com/india/stockpricequote/computers-software/ramcosystem/RS17
Ramco System,449.95,423,435.90,426.65,9.25,2918,24563,20427,13811,3 star,http://www.moneycontrol.com/india/stockpricequote/computers-software/ramcosystem/RS17
KSB Pumps,574.95,545.40,571.50,559.45,12.05,5676,5436,15531,10476,2 star,http://www.moneycontrol.com/india/stockpricequote/pumps/ksbpumps/KSB
KSB Pumps,574.95,545.40,571.50,559.45,12.05,5676,5436,15531,10476,2 star,http://www.moneycontrol.com/india/stockpricequote/pumps/ksbpumps/KSB
Indo Count,342.95,323.50,336.20,329.15,7.05,50829,133416,201450,117544,2 star,http://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cottonblended/indocountindustries/ICI07
Indo Count,342.95,323.50,336.20,329.15,7.05,50829,133416,201450,117544,2 star,http://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cottonblended/indocountindustries/ICI07
Hexa Tradex,23.95,22.95,23.95,23.45,0.50,230,6543,5137,4319,3 star,http://www.moneycontrol.com/india/stockpricequote/finance-investments/hexatradex/HT03
Hexa Tradex,23.95,22.95,23.95,23.45,0.50,230,6543,5137,4319,3 star,http://www.moneycontrol.com/india/stockpricequote/finance-investments/hexatradex/HT03
Heritage Foods,407.40,393,402,393.70,8.30,83671,201543,171072,75106,3 star,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/heritagefoods/HFI
Heritage Foods,407.40,393,402,393.70,8.30,83671,201543,171072,75106,3 star,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/heritagefoods/HFI
Madhav Marbles,51.45,48.20,50.85,49.80,1.05,4211,88711,52700,19910,3 star,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/madhavmarblesgranites/MMG
Madhav Marbles,51.45,48.20,50.85,49.80,1.05,4211,88711,52700,19910,3 star,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/madhavmarblesgranites/MMG
Kalindee Rail,120.40,117.50,118.55,116.10,2.45,139756,365308,309840,192849,3 star,http://www.moneycontrol.com/india/stockpricequote/engineering/kalindeerailnirman(engineers)/KRN
Kalindee Rail,120.40,117.50,118.55,116.10,2.45,139756,365308,309840,192849,3 star,http://www.moneycontrol.com/india/stockpricequote/engineering/kalindeerailnirman(engineers)/KRN
CCL Products,147,141.70,145.10,142.10,3,204105,479512,916342,888221,2 star,http://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/cclproductsindia/CC10
CCL Products,147,141.70,145.10,142.10,3,204105,479512,916342,888221,2 star,http://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/cclproductsindia/CC10
Lumax Inds,412,404.15,408.90,400.50,8.40,21097,10697,14623,13762,4 star,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/lumaxindustries/LI05
Lumax Inds,412,404.15,408.90,400.50,8.40,21097,10697,14623,13762,4 star,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/lumaxindustries/LI05
Granules India,795,776,789,773.10,15.90,97388,122402,203195,163153,2 star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/granulesindia/GI25
Granules India,795,776,789,773.10,15.90,97388,122402,203195,163153,2 star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/granulesindia/GI25
Bata India,1269.50,1239.05,1263.15,1237.80,25.35,80087,132138,193191,151273,2 star,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/bataindia/BI01
Bata India,1269.50,1239.05,1263.15,1237.80,25.35,80087,132138,193191,151273,2 star,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/bataindia/BI01
PDS Multi,153.25,148,149,146.05,2.95,4242,7269,6428,0,3 star,http://www.moneycontrol.com/india/stockpricequote/textiles-general/pdsmultinationalfashions/PDS
Shanthi Gears,141.60,136.20,139.05,136.30,2.75,52156,125735,126946,106751,2 star,http://www.moneycontrol.com/india/stockpricequote/engineering/shanthigears/SG04
Shanthi Gears,141.60,136.20,139.05,136.30,2.75,52156,125735,126946,106751,2 star,http://www.moneycontrol.com/india/stockpricequote/engineering/shanthigears/SG04
PDS Multi,153.25,148,149,146.05,2.95,4242,7269,6428,0,3 star,http://www.moneycontrol.com/india/stockpricequote/textiles-general/pdsmultinationalfashions/PDS
Indo Rama Synth,20.40,19.80,20.30,19.90,0.40,16405,29204,66767,41586,2 star,http://www.moneycontrol.com/india/stockpricequote/textiles-spinning-syntheticblended/indoramasynthetics(india)/IRS
Indo Rama Synth,20.40,19.80,20.30,19.90,0.40,16405,29204,66767,41586,2 star,http://www.moneycontrol.com/india/stockpricequote/textiles-spinning-syntheticblended/indoramasynthetics(india)/IRS
Shivam Auto,80,70.65,73.90,72.45,1.45,41584,78288,164035,108313,2 star,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/shivamautotech/SA13
Shivam Auto,80,70.65,73.90,72.45,1.45,41584,78288,164035,108313,2 star,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/shivamautotech/SA13
EIH Assoc Hotel,219.90,216,219.50,215.25,4.25,562,6183,4702,3004,3 star,http://www.moneycontrol.com/india/stockpricequote/hotels/eihassociatedhotels/EIH01
ARSS Infra,39,37.20,38.35,37.60,0.75,16299,62656,107334,71378,2 star,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/arssinfrastructureprojects/AIP
ARSS Infra,39,37.20,38.35,37.60,0.75,16299,62656,107334,71378,2 star,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/arssinfrastructureprojects/AIP
EIH Assoc Hotel,219.90,216,219.50,215.25,4.25,562,6183,4702,3004,3 star,http://www.moneycontrol.com/india/stockpricequote/hotels/eihassociatedhotels/EIH01
Uniphos Ent,29.55,27.85,28.50,27.95,0.55,600,4480,9724,8442,2 star,http://www.moneycontrol.com/india/stockpricequote/trading/uniphosenterprises/UE
Uniphos Ent,29.55,27.85,28.50,27.95,0.55,600,4480,9724,8442,2 star,http://www.moneycontrol.com/india/stockpricequote/trading/uniphosenterprises/UE
Federal-Mogul,398.95,388.40,396,388.40,7.60,2901,19067,42410,21697,2 star,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/federal-mogulgoetze/FMG
Federal-Mogul,398.95,388.40,396,388.40,7.60,2901,19067,42410,21697,2 star,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/federal-mogulgoetze/FMG
Edelweiss,52.70,50.75,52,51,1,256732,760907,942692,925994,2 star,http://www.moneycontrol.com/india/stockpricequote/finance-general/edelweissfinancialservices/EC01
Edelweiss,52.70,50.75,52,51,1,256732,760907,942692,925994,2 star,http://www.moneycontrol.com/india/stockpricequote/finance-general/edelweissfinancialservices/EC01
J Kumar Infra,452,431.40,439,430.65,8.35,30780,58159,90265,68048,2 star,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/jkumarinfraprojects/KI01
J Kumar Infra,452,431.40,439,430.65,8.35,30780,58159,90265,68048,2 star,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/jkumarinfraprojects/KI01
Dynamatic Tech,2140,2052.30,2140,2099.50,40.50,649,1349,5569,4665,2 star,http://www.moneycontrol.com/india/stockpricequote/pumps/dynamatictechnologies/DT05
Dynamatic Tech,2140,2052.30,2140,2099.50,40.50,649,1349,5569,4665,2 star,http://www.moneycontrol.com/india/stockpricequote/pumps/dynamatictechnologies/DT05
Harita Seating,173.90,169,171.85,168.60,3.25,3181,6791,5683,5421,3 star,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/haritaseatingsystems/HSS02
Indian Card,110,108.10,110,107.95,2.05,614,1403,2396,1275,2 star,http://www.moneycontrol.com/india/stockpricequote/textiles-machinery/indiancardclothing/ICC01
Indian Card,110,108.10,110,107.95,2.05,614,1403,2396,1275,2 star,http://www.moneycontrol.com/india/stockpricequote/textiles-machinery/indiancardclothing/ICC01
Jayshree Tea,92.50,89.70,91.25,89.55,1.70,38749,75112,80272,76093,2 star,http://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/jayshreeteaindustries/JTI
Alchemist,38.45,36.40,37.80,37.10,0.70,4052,3375,8511,6068,2 star,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/alchemist/A12
Alchemist,38.45,36.40,37.80,37.10,0.70,4052,3375,8511,6068,2 star,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/alchemist/A12
Jayshree Tea,92.50,89.70,91.25,89.55,1.70,38749,75112,80272,76093,2 star,http://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/jayshreeteaindustries/JTI
Hind Rectifiers,81,76.60,78,76.55,1.45,14122,30196,55455,28363,2 star,http://www.moneycontrol.com/india/stockpricequote/electricals/hindrectifiers/HR01
Hind Rectifiers,81,76.60,78,76.55,1.45,14122,30196,55455,28363,2 star,http://www.moneycontrol.com/india/stockpricequote/electricals/hindrectifiers/HR01
Harita Seating,173.90,169,171.85,168.60,3.25,3181,6791,5683,5421,3 star,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/haritaseatingsystems/HSS02
Power Grid Corp,141.75,139.35,141.75,139.15,2.60,977414,8655117,6235880,5586636,3 star,http://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/powergridcorporationindia/PGC
Power Grid Corp,141.75,139.35,141.75,139.15,2.60,977414,8655117,6235880,5586636,3 star,http://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/powergridcorporationindia/PGC
BPCL,731.90,710,720.85,707.60,13.25,1647377,1147988,1419681,1498398,4 star,http://www.moneycontrol.com/india/stockpricequote/refineries/bharatpetroleumcorporation/BPC
BPCL,731.90,710,720.85,707.60,13.25,1825032,1147988,1419681,1498398,4 star,http://www.moneycontrol.com/india/stockpricequote/refineries/bharatpetroleumcorporation/BPC
Aarti Ind,286.95,275,285.70,280.50,5.20,110457,56047,55616,52527,5 star,http://www.moneycontrol.com/india/stockpricequote/chemicals/aartiindustries/AI45
Hinduja Found,44,42.75,43.95,43.15,0.80,1094,5486,5379,3451,3 star,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/hindujafoundries/HF10
Aarti Ind,286.95,275,285.70,280.50,5.20,110457,56047,55616,52527,5 star,http://www.moneycontrol.com/india/stockpricequote/chemicals/aartiindustries/AI45
Hinduja Found,44,42.75,43.95,43.15,0.80,1094,5486,5379,3451,3 star,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/hindujafoundries/HF10
Indiabulls Real,78.70,76.50,78.10,76.70,1.40,2681821,7464036,8485198,7912437,2 star,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-realestate/indiabullsrealestate/IRE01
M&M Financial,303.50,293.55,301,295.55,5.45,543146,1122009,1447699,1342216,2 star,http://www.moneycontrol.com/india/stockpricequote/finance-leasinghirepurchase/mahindramahindrafinancialservices/MMF04
Natco Pharma,1350,1306.15,1341,1316.90,24.10,9016,43659,33556,40519,3 star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/natcopharma/NP07
Natco Pharma,1350,1306.15,1341,1316.90,24.10,9016,43659,33556,40519,3 star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/natcopharma/NP07
Indiabulls Real,78.70,76.50,78.10,76.70,1.40,2681821,7464036,8485198,7912437,2 star,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-realestate/indiabullsrealestate/IRE01
M&M Financial,303.50,293.55,301,295.55,5.45,543146,1122009,1447699,1342216,2 star,http://www.moneycontrol.com/india/stockpricequote/finance-leasinghirepurchase/mahindramahindrafinancialservices/MMF04
Selan Explore,404.40,393.25,403,395.85,7.15,25138,55572,52983,43523,3 star,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/selanexplorationtechnology/SET
Selan Explore,404.40,393.25,403,395.85,7.15,25138,55572,52983,43523,3 star,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/selanexplorationtechnology/SET
Siti Cable,28.50,27.75,28.35,27.85,0.50,141429,438255,845590,515670,2 star,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/siticablenetwork/WWI
Siti Cable,28.50,27.75,28.35,27.85,0.50,141429,438255,845590,515670,2 star,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/siticablenetwork/WWI
Welspun Invest,39.75,35.60,36.80,36.15,0.65,520,2973,1719,1031,3 star,http://www.moneycontrol.com/india/stockpricequote/finance-investments/welspuninvestmentscommercials/WIC01
Welspun Invest,39.75,35.60,36.80,36.15,0.65,520,2973,1719,1031,3 star,http://www.moneycontrol.com/india/stockpricequote/finance-investments/welspuninvestmentscommercials/WIC01
HUL,786.95,766.80,783.40,769.75,13.65,506435,853812,781245,830484,3 star,http://www.moneycontrol.com/india/stockpricequote/personalcare/hindustanunilever/HU
EngineersInd,229.50,222.05,226.60,222.65,3.95,471915,627301,727752,683890,2 star,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/engineersindia/EI14
EngineersInd,229.50,222.05,226.60,222.65,3.95,471915,627301,727752,683890,2 star,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/engineersindia/EI14
HUL,786.95,766.80,783.40,769.75,13.65,506435,853812,781245,830484,3 star,http://www.moneycontrol.com/india/stockpricequote/personalcare/hindustanunilever/HU
Kernex Micro,64.90,63.60,64.45,63.35,1.10,11214,29663,27453,23360,3 star,http://www.moneycontrol.com/india/stockpricequote/computers-softwaremediumsmall/kernexmicrosystems(india)/KMI
Kernex Micro,64.90,63.60,64.45,63.35,1.10,11214,29663,27453,23360,3 star,http://www.moneycontrol.com/india/stockpricequote/computers-softwaremediumsmall/kernexmicrosystems(india)/KMI
Kesar Terminals,435.50,422,430.20,422.90,7.30,2614,13326,10926,12955,3 star,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/kesarterminalsinfrastructure/KTI04
Kesar Terminals,435.50,422,430.20,422.90,7.30,2614,13326,10926,12955,3 star,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/kesarterminalsinfrastructure/KTI04
Rossell India,102.75,99.55,100.95,99.25,1.70,6056,119099,67903,24678,3 star,http://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/rossellindia/RT08
Rossell India,102.75,99.55,100.95,99.25,1.70,6056,119099,67903,24678,3 star,http://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/rossellindia/RT08
Maral Overseas,21.20,20.45,21,20.65,0.35,350,19816,14179,13572,3 star,http://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cottonblended/maraloverseas/MO
Kirloskar Oil,285,276.35,284,279.30,4.70,13949,35091,29074,23614,3 star,http://www.moneycontrol.com/india/stockpricequote/engines/kirloskaroilengines/KOE03
Maral Overseas,21.20,20.45,21,20.65,0.35,350,19816,14179,13572,3 star,http://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cottonblended/maraloverseas/MO
Kirloskar Oil,285,276.35,284,279.30,4.70,13949,35091,29074,23614,3 star,http://www.moneycontrol.com/india/stockpricequote/engines/kirloskaroilengines/KOE03
NFL,37.35,35.75,36.85,36.25,0.60,158808,269446,596016,384049,2 star,http://www.moneycontrol.com/india/stockpricequote/fertilisers/nationalfertilizers/NF06
Mcleod,250.75,245.10,249.15,245.05,4.10,160803,398542,520859,419727,2 star,http://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/mcleodrussel(india)/MRI02
NFL,37.35,35.75,36.85,36.25,0.60,158808,269446,596016,384049,2 star,http://www.moneycontrol.com/india/stockpricequote/fertilisers/nationalfertilizers/NF06
Mcleod,250.75,245.10,249.15,245.05,4.10,160803,398542,520859,419727,2 star,http://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/mcleodrussel(india)/MRI02
PNB Gilts,27.75,27.45,27.75,27.30,0.45,109686,622051,516514,547283,3 star,http://www.moneycontrol.com/india/stockpricequote/finance-investments/pnbgilts/PNB04
PNB Gilts,27.75,27.45,27.75,27.30,0.45,109686,622051,516514,547283,3 star,http://www.moneycontrol.com/india/stockpricequote/finance-investments/pnbgilts/PNB04
Vardhman Poly,53,51.30,52.95,52.10,0.85,62,2863,2376,2229,3 star,http://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cottonblended/vardhmanpolytex/VP09
Merck,798.95,770.10,790.45,777.85,12.60,8248,12948,17725,17357,2 star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/merck/M12
Vardhman Poly,53,51.30,52.95,52.10,0.85,62,2863,2376,2229,3 star,http://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cottonblended/vardhmanpolytex/VP09
Merck,798.95,770.10,790.45,777.85,12.60,8248,12948,17725,17357,2 star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/merck/M12
Dishman Pharma,147.30,140.55,144,141.75,2.25,644009,523162,906218,734541,2 star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/dishmanpharmaceuticalschemicals/DPC02
Dishman Pharma,147.30,140.55,144,141.75,2.25,644009,523162,906218,734541,2 star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/dishmanpharmaceuticalschemicals/DPC02
Amara Raja Batt,773.70,747.30,761,749.10,11.90,130138,472683,454337,340708,3 star,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/amararajabatteries/ARB
Amara Raja Batt,773.70,747.30,761,749.10,11.90,130138,472683,454337,340708,3 star,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/amararajabatteries/ARB
Wockhardt,829,809.95,822,809.30,12.70,449391,1005256,962016,819925,3 star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/wockhardt/W05
Wockhardt,829,809.95,822,809.30,12.70,449391,1005256,962016,819925,3 star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/wockhardt/W05
Shoppers Stop,503.40,481.40,492.55,484.95,7.60,24156,40042,108208,102458,2 star,http://www.moneycontrol.com/india/stockpricequote/retail/shoppersstop/SS51
Shoppers Stop,503.40,481.40,492.55,484.95,7.60,24156,40042,108208,102458,2 star,http://www.moneycontrol.com/india/stockpricequote/retail/shoppersstop/SS51
TVS Srichakra,1630,1580,1598.75,1574.55,24.20,4811,12633,35167,24976,2 star,http://www.moneycontrol.com/india/stockpricequote/tyres/tvssrichakra/TVS03
TVS Srichakra,1630,1580,1598.75,1574.55,24.20,4811,12633,35167,24976,2 star,http://www.moneycontrol.com/india/stockpricequote/tyres/tvssrichakra/TVS03
Kabra Extrusion,84.90,80.65,83,81.75,1.25,10532,56716,46716,33421,3 star,http://www.moneycontrol.com/india/stockpricequote/engineering-heavy/kabraextrusiontechnik/KET
Lakshmi Machine,4329.40,4232.10,4292.85,4228.65,64.20,1904,4610,6458,5815,2 star,http://www.moneycontrol.com/india/stockpricequote/textiles-machinery/lakshmimachineworks/LMW
Welspun Ent,352.15,343,345.95,340.80,5.15,9308,28220,27305,19546,3 star,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/welspunenterprises/WE01
Kabra Extrusion,84.90,80.65,83,81.75,1.25,10532,56716,46716,33421,3 star,http://www.moneycontrol.com/india/stockpricequote/engineering-heavy/kabraextrusiontechnik/KET
Welspun Ent,352.15,343,345.95,340.80,5.15,9308,28220,27305,19546,3 star,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/welspunenterprises/WE01
Lakshmi Machine,4329.40,4232.10,4292.85,4228.65,64.20,1904,4610,6458,5815,2 star,http://www.moneycontrol.com/india/stockpricequote/textiles-machinery/lakshmimachineworks/LMW
Radico Khaitan,83.20,80.10,81.40,80.20,1.20,177718,365290,295265,239815,3 star,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/radicokhaitan/RK01
Punjab Chemical,103.80,100,101.50,100,1.50,2462,9480,15707,6807,2 star,http://www.moneycontrol.com/india/stockpricequote/chemicals/punjabchemicalscropprotection/PCC03
Radico Khaitan,83.20,80.10,81.40,80.20,1.20,177718,365290,295265,239815,3 star,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/radicokhaitan/RK01
Punjab Chemical,103.80,100,101.50,100,1.50,2462,9480,15707,6807,2 star,http://www.moneycontrol.com/india/stockpricequote/chemicals/punjabchemicalscropprotection/PCC03
Reliance Comm,105.20,102.25,104.50,102.95,1.55,2604059,5856772,7722945,5511703,2 star,http://www.moneycontrol.com/india/stockpricequote/telecommunications-service/reliancecommunications/RC13
Reliance Comm,105.20,102.25,104.50,102.95,1.55,2604059,5856772,7722945,5511703,2 star,http://www.moneycontrol.com/india/stockpricequote/telecommunications-service/reliancecommunications/RC13
Britannia,1679,1642.10,1676.85,1652.05,24.80,48719,119993,182737,142611,2 star,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/britanniaindustries/BI
Britannia,1679,1642.10,1676.85,1652.05,24.80,48719,119993,182737,142611,2 star,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/britanniaindustries/BI
Marksans Pharma,59.90,57.65,59,58.15,0.85,890006,4490691,3198906,3409498,3 star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/marksanspharma/MP21
Marksans Pharma,59.90,57.65,59,58.15,0.85,890006,4490691,3198906,3409498,3 star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/marksanspharma/MP21
Zydus Wellness,714,693.15,710,700.05,9.95,50606,32638,39809,31092,4 star,http://www.moneycontrol.com/india/stockpricequote/vanaspatioils/zyduswellness/ZW01
Adhunik Metalik,29.50,28.50,29.25,28.85,0.40,28330,56388,72195,56563,2 star,http://www.moneycontrol.com/india/stockpricequote/steel-spongeiron/adhunikmetaliks/AM9
Zydus Wellness,714,693.15,710,700.05,9.95,50606,32638,39809,31092,4 star,http://www.moneycontrol.com/india/stockpricequote/vanaspatioils/zyduswellness/ZW01
Atlas Cycles,273,267.10,270.30,266.65,3.65,15040,63597,57630,63143,3 star,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/atlascycleindustries/ACI08
C & C Construct,39.90,36,36.70,36.20,0.50,678,7167,10981,7264,2 star,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/ccconstructions/CCC01
Adhunik Metalik,29.50,28.50,29.25,28.85,0.40,28330,56388,72195,56563,2 star,http://www.moneycontrol.com/india/stockpricequote/steel-spongeiron/adhunikmetaliks/AM9
C & C Construct,39.90,36,36.70,36.20,0.50,678,7167,10981,7264,2 star,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/ccconstructions/CCC01
Atul Auto,464.75,454,462.90,456.70,6.20,84636,359536,243985,133150,3 star,http://www.moneycontrol.com/india/stockpricequote/auto-23wheelers/atulauto/AA08
Atlas Cycles,273,267.10,270.30,266.65,3.65,15040,63597,57630,63143,3 star,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/atlascycleindustries/ACI08
R Shares Bank,1960,1933.60,1960,1933.65,26.35,10,127,110,89,3 star,http://www.moneycontrol.com/india/stockpricequote/finance-investments/r*sharesbankingetf/RMF02
Fortis Health,108.75,106.25,107.95,106.50,1.45,93552,269118,322482,272824,2 star,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/fortishealthcare/FH
R Shares Bank,1960,1933.60,1960,1933.65,26.35,10,127,110,89,3 star,http://www.moneycontrol.com/india/stockpricequote/finance-investments/r*sharesbankingetf/RMF02
Fortis Health,108.75,106.25,107.95,106.50,1.45,93552,269118,322482,272824,2 star,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/fortishealthcare/FH
Atul Auto,464.75,454,462.90,456.70,6.20,84636,359536,243985,133150,3 star,http://www.moneycontrol.com/india/stockpricequote/auto-23wheelers/atulauto/AA08
MM Forgings,528,514.40,526.65,519.60,7.05,13745,73211,113032,111165,2 star,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/mmforgings/MMF
